event,tweet_id,node_id,tweet,attendance_label
anthrocon,1016284005824630784,519,How to find us anthrocon .... Keanu_Red_Panda GenoXthexFox EastTnCowgirl89 Anthrocon2018 Anthrocon furry pic.twitter.com/BHwN0fEemt,1
anthrocon,1015388523384451072,329,How to spot this pup at Anthrocon ! HE - THEY/THEM (It's not hard to ask folks) I will also be dealing at table O13! Stop by and say hi! pic.twitter.com/LBJouLkgc1,1
anthrocon,1018907472856305665,669,https://www. youtube.com/watch?v=_wkQSF 3TdQU,1
anthrocon,1016205756587274240,8,I added a video to a YouTube playlist http:// youtu.be/VSku1AvX1hI?a Anthrocon 2018 Mated: with Boozy and QM,1
anthrocon,1044699556045303808,768,I also try to show off my badge so that people can tell who I am from my icon if I've not met them before.,1
anthrocon,1016879029662691332,798,"I am so sorry to inform everyone, but I will not be attending Anthrocon . Our cat needs emergency surgery. I love you all and my heart is broken, I will be overnighting customer’s badges.",1
anthrocon,1015959615761256449,397,"I am thinking of ordering a beer. I am now intoxicated. I am holding a pint of beer. I am now intoxicated beyond belief. I am now taking a sip of said beer. I must be arrested for public intoxication at a private venue, in a private establishment.",1
anthrocon,1056674462999953408,768,I am! :D,1
anthrocon,1015214121032323072,378,"I board the train to Pittsburgh tomorrow afternoon, and will arrive early Thursday morning. I can't wait! On the other paw, I'm also a bit panicked, because I have so much to do before I go... ACK!",1
anthrocon,1016093253987430400,477,I could imagine Tabasco in a swimsuit,1
anthrocon,1014991635753684992,262,I did not! I'll release all the info in a few days at Anthrocon !,1
anthrocon,1016660459657801729,343,I don't believe that for some reason.,1
anthrocon,1059130354714529795,768,I get to see marie at tinypaws!!!!!!!,1
anthrocon,1014947794468200448,911,I have arrive at Anthrocon,1
anthrocon,1016902724187770880,262,I have that same hyena plush!,1
anthrocon,1027368825728184320,684,"I haven’t been nervous or anxious about a convention since anthrocon and feral [number not found] years ago. And yet, I’m anxious as shit about FM this year.",1
anthrocon,1020404713647419392,875,i just had a nightmare where my suitmaker contacted me and said she'd have all of my fursuit done for anthrocon except t...,1
anthrocon,1047621822643163137,866,I liked a YouTube video http:// youtu.be/HhlXHFYzvT4?a MAJIRA STRAWBERRY CAN ACTUALLY DANCE?! Meeting My Fursuit Crushes At Anthrocon (Furry,1
anthrocon,1058789883320381441,784,I made it to anthrocon !!! ^^ pic.twitter.com/dNApRy96rx,1
anthrocon,1054544478046994438,669,I made it! Anthrocon AC2018 pic.twitter.com/vQroHwWPJ0,1
anthrocon,1022602710556860417,314,I may need to animate this someyear.,1
anthrocon,1014847900738818048,207,I mean. You still can.,1
anthrocon,1017131803742744577,601,I second this ^,1
anthrocon,1015805833983217671,595,"I set sail for anthrocon tomorrow, plan to arrive sometime in the afternoon. Staying until monday if I recall correctly. If you wanna hang with burrs, gimme nudges!",1
anthrocon,1014941428173197312,989,I think of it as Sloth month. Or as they know it in Pittsburgh: Anthrocon .,1
anthrocon,1022557913519476736,669,I think that’s the first time I’ve heard NexusFolf ‘s voice before,1
anthrocon,1014682724542636032,669,I WANNA GO TO ANTHROCON DAMMIT,1
anthrocon,1015613142452367361,601,I wanna go to Anthrocon . I have the weekend booked off to do AT LEAST Saturday and Sunday if I wanted too. 6 hour drives back to back dont sound fun tho :< ive been going back and forth on this for MONTHS now. I still dunno what to do...,1
anthrocon,1043915821997862912,768,I wanna preemptively anthropologize to my friends for bein' a biggol disaster this weekend at Anthrocon,1
anthrocon,1041076509849604096,768,I want to go to anthrocon so bad,1
anthrocon,1045434093968781313,768,I went here last year! It was really good!,1
anthrocon,1039998512069570562,768,"I will be at both, and AnthroCon , and another con right after BronyCon, I have no idea where I will get that extra energy",1
anthrocon,1017429038485377025,185,"I will be showing pictures of my Anthrocon Experience.Yes,all pictures show my face and my http:// partial.Help me tag the people if you want.",1
anthrocon,1015379612115881989,660,I will be their cat mascot. MWAHAHAHAH.,1
anthrocon,1027679840747618304,669,I will be there for your performance man.,1
anthrocon,1020439139794251776,875,I woke up at 3am to catch our flight... AnthroCon here I come!!!! fursuit furry furries furryfandom pic.twitter.com/mDNdS3qjJf,1
anthrocon,1019774732986732544,948,I would but MFF is too far away. Getting there I'd gonna need more expensive than anthrocon . Sorry. Maybe someday I get to meet you. :3,1
anthrocon,1014932893641175040,631,I would normally be working towards final preparations for Anthrocon at this time. So odd to not be going after so many years in a row. Hopefully next year though!,1
anthrocon,1039999006968107008,768,I’ll be there Saturday & Sunday,1
anthrocon,1032713583594033155,17,I’ll be there!!! With my Valenrogue ValenrogueDMSC Anthrocon2018 anthrocon valenrogue https:// twitter.com/anthrocon/stat us/1014147531314532352,1
anthrocon,1051605720238559238,768,I’m sad. ALL THE PEOPLE I KNOW ARE GOING TO ANTHROCON,1
anthrocon,1050076001869488128,768,If there’s a fox piece I’m looking to throw some money somebody’s way to bid /ship :),1
anthrocon,1015653039598915585,1026,"If you're at Anthrocon , visit me in Artist Alley! Please buy my old prints and art so I can stop carrying it all. pic.twitter.com/bjpG3PvSgR",1
anthrocon,1039639506952052736,768,"If you're still only in Memphis, AND walking rather than driving, it's going to take a VERY long time to get there! (good music choice!) <3",1
anthrocon,1020445944658227201,624,I'll be in and around the area Saturday evening.,1
anthrocon,1016084830579290112,262,Ill be there!,1
anthrocon,1048315387434192896,171,I'll be thier tomorrow afternoon,1
anthrocon,1014383498570944513,669,ill keep a look out for applications for next year-,1
anthrocon,1059117008506310656,768,Im at AC in Artist Alley Friday and Sunday,1
anthrocon,1016156855935164417,203,"I'm expecting to arrive at anthrocon this Thursday at 1:30pm. I'll have Spike and Sapphire with me, so watch out for them.",1
anthrocon,1052318822336749568,768,"I'M FINALLY HERE. Now to flop onto this bed for a few hours, been up since about 5 this morning. (I'm at Anthrocon , btw.)",1
anthrocon,1019143988669018112,669,"I'm going to Anthrocon again this year, so that means a new badge! pic.twitter.com/6tu3sn46sB",1
anthrocon,1042517361792823297,768,i'm going to anthrocon in two days and i haven't packed or fixed xiah's tooth that fell out or started my kandi mask for when i'm not suiting HA wish me luck,1
anthrocon,1049774534512005120,768,Im looking at my wallet and sobbing quietly that I'll missing anthrocon . Even contemplating how I can work in a single day's trip.,1
anthrocon,1015655335439282176,631,im only going to anthrocon so that i can get more bad dragon stickers from that one person who always has them at the con,1
anthrocon,1016775789755420677,343,"Im too tired to notice, im having to get shit ready since im leaving for anthrocon tomorrow",1
anthrocon,1015727503103660032,183,In animal costumes,1
anthrocon,1015254890476638208,503,In keeping up with my promotion... https:// anthrocon.sched.com/event/Ez2V,1
anthrocon,1014473841723265024,803,Invasion of the Anima People? That's Pittsburgh this weekend at anthrocon ! :),1
anthrocon,1015238624051376128,518,Irrationally nervous about being in one of those cringey news segments about furries at anthrocon and being recognized by someone irl,1
anthrocon,1016402044691910657,518,"IT CANT BE, CAUSE IM NOT THERE",1
anthrocon,1015267863383429120,504,"It depresses me that Anthrocon is starting and I have never attended. 6 years in the fandom and not once have I been AC. Even worse, there are people who won't want me there anyway.",1
anthrocon,1019721516676550657,669,"It smells like stinky sweat outside at 3am. Ugh. Anyway, I'm on my way to Anthrocon , capturing all myths on the way out.",1
anthrocon,1016152602814410752,207,it’s me saying hi to you when i can finally afford to go to anthrocon,1
anthrocon,1018583051079647234,228,It's a partial costume though so I'd suggest probably enough to be part of the parade - Also you should TOTALLY go see Warphammer and get a Photo done at the fursuit Photo Shoot!,1
anthrocon,1015111584748834816,525,it's anthrocon o'clock,1
anthrocon,1016352998098964480,52,"It's official, you have broke Twitter you two lol",1
anthrocon,1058480285162110976,768,it's really weird to see these places empty...,1
anthrocon,1030584163173199873,669,It's the Anthrocon tradition.,1
anthrocon,1019350628601036800,671,"It's weird not going to Anthrocon on Wednesday! Flights were cheaper if I went tomorrow, though! Instead I'm practicing suiting up and trying to pack it away for the trip!",1
anthrocon,1016523708956135425,203,It's what makes a Subaru a Subaru. Furries,1
anthrocon,1047626439460315136,768,"Ive never heard of this artist, but omg they draw kitties!",1
anthrocon,1015064710784389121,518,Jesus...,1
anthrocon,1020782113434537984,669,Just about to drive from Maine to Pittsburgh for anthrocon sleepisfortheweak,1
anthrocon,1039633604945629190,768,"Just finished my badge, see yinz this weekend! anthrocon here I come! pic.twitter.com/jkZfc56f2B",1
anthrocon,1017914504229851136,677,"just keep thinking of seeing that Anthrocon flag waving high above the conversation center in less than a day... I keep reading old con books, watching old videos, old pictures...soon. I just...just have to keep my over thinking and worries in check.",1
anthrocon,1047603315989729281,768,Just stuff a bunch of greens in one and stuff something large in the other.,1
anthrocon,1016419832395427840,235,Last year was not the best cuz I was sick the whole day Friday,1
anthrocon,1047251319759753216,768,Leaving for anthrocon tomorrow,1
anthrocon,1052319355051147264,768,Leaving for Anthrocon in a few hours gonna miss this fluffy boy! pic.twitter.com/NkraNrcM8d,1
anthrocon,1039273268321169409,768,Less than 24 hours until I leave for Anthrocon aaaaaaa,1
anthrocon,1018220059251101697,299,Let the drawing commence! Anthrocon AC2018,1
anthrocon,1043493416657739776,768,LMAOOOOOO,1
anthrocon,1016095786319470592,721,lol,1
anthrocon,1014932577948504064,989,Mayyybeeee only Anthrocon will tell~,1
anthrocon,1047605937371078656,768,Me to^^,1
anthrocon,1045224982140186625,669,MEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE !!!!!!!!!!!!!!!!!!!!,1
anthrocon,1045065660013965312,768,More hotel stuff for anthrocon goers! https:// twitter.com/ArleRoxStone/s tatus/978220904110002178,1
anthrocon,1015362859067432960,329,my anthrocon badges are stupid sick,1
anthrocon,1016658669004521472,52,My brain is broken by almost 2000 fursuits in the Anthrocon parade. That's nearly twice the number of *attendees* at my first Anthrocon . Plus the number of suitters I know who couldn't participate in the parade for their own varieties of reasons.,1
anthrocon,1016329924863496193,525,My new Rocket Raccoon pin available at Tables 13/14 in anthrocon Dealers Den this weekend pic.twitter.com/iiPVllHkcu,1
anthrocon,1033545207353147400,1015,"Nah just kidding, it's Godzillia, King Kong, and Creature From the Black Lagoon.",1
anthrocon,1056439729565130752,669,"Nah, staff is still working on it",1
anthrocon,1052320365836427264,768,Never understood the concept of tipping someone that is paid to do the job. Most of them don't make minimum wage. Also they are making average of 9-10$ a hour at Westin and many of the places,1
anthrocon,1014997130526822401,948,New rule: Anyone who attacks 2 at this point are obviously a spy from the enemy occupied anthrocon .,1
anthrocon,1053776930040958976,768,"New swag premiering anthrocon - stickers! Based on my beer label artwork, you can see them at B-19 starting on Friday. Anthrocon2018 pic.twitter.com/ME1prWx0gw",1
anthrocon,1015666183197089792,52,No harm done,1
anthrocon,1014977668150853632,329,No tea in the cupboard would be scarier.,1
anthrocon,1050400805491236864,263,No update this week because I’ll be at Anthrocon . You can find me there at table N 03! See you there!,1
anthrocon,1016400226960265222,52,"No worries, just part of the job now. How things rolling with you?",1
anthrocon,1062843357905469441,1055,no,1
anthrocon,1015358112646262794,162,Nope. I'm driving.,1
anthrocon,1050504756844789760,768,Not a great pic unfortunately,1
anthrocon,1015642757770162176,621,Not at Anthrocon but I got a shit ton of wings! pic.twitter.com/LRJSDWfDs2,1
anthrocon,1042370391526789121,768,Not if I use my invisibility cloak!,1
anthrocon,1014957250417393666,96,"Not sure yet, check back in October!",1
anthrocon,1058067695168577538,29,not taking pre-orders this time around?,1
anthrocon,1016140819714203648,580,not to play the blame game but my depression sure has been getting worse as anthrocon gets closer... makes you think doesn't it,1
anthrocon,1014813525884141569,771,Not yet... but SOOOOON!,1
anthrocon,1065473437320310784,992,Now listen to my skit Herman at Anthrocon . What did I do wrong? What did I do to be kicked off stage? I still dont know! https://www. youtube.com/watch?v=bnl9yu _C1do,1
anthrocon,1040721427090100225,768,Obligatory pre-anthrocon ride. scenesfromthebarn pic.twitter.com/oMZ42p7xhH,1
anthrocon,1016086723737079808,402,Odd that you two have never been photographed together...,1
anthrocon,1066520879004360704,669,"of course they are, they all about that $$$$",1
