event,tweet_id,node_id,tweet,attendance_label
comiccon2017,924481688939499520,883,Female Deadpool deadpool lacomiccon2017 lacomiccon17 stanleecomiccon comiccon comiccon2017 https://www. instagram.com/p/Ba0TdM9H7y4/,1
comiccon2017,888864875673509889,696,Estupido y sensual Batman JusticeLeague comiccon2017 pic.twitter.com/WrYlsiDood,1
comiccon2017,890208641630048257,2383,Estos son los tráilers más relevantes que se presentaron en ComicCon2017 https:// isopixel.net/2017/07/24/est os-los-trailers-relevantes-se-presentaron-en-comic/?rF=t&mye_redirect=1,1
comiccon2017,889160456266534912,658,En serio que dejen de salir tantos tráilers y avances en la comiccon2017 que el hype va a explotar.,1
comiccon2017,889269804174942208,281,"Driving back from Comic_Con and justunder5 says, I can feel that the car is heavier than I usually drive. freeswag comiccon2017 sdcc",1
comiccon2017,889534535511056384,1805,Does anyone have the measurements for the posters given out at the Marvel Booth at SDCC ?? Need frames! ComicCon2017,1
comiccon2017,893056151637643265,896,Daniel en la comiccon2017 FearTWD pic.twitter.com/s4hsVsPSKZ,1
comiccon2017,891443206562299904,873,"ComicCon2017 San Diego - Outlander yes Premiere: Sept. 10.,2017 43daystogo Rp : ew https://www. instagram.com/p/BXJjR_SDOju/",1
comiccon2017,888847891791437828,1172,"Comic-Con, Day 3 sdcc2017 comiccon2017 Petco Park https://www. instagram.com/p/BW3HFV6nDrd/",1
comiccon2017,888805790504558592,1764,Come see us. In the future. futuremanonhulu comiccon2017 ccsd2017 https:// twitter.com/sethrogen/stat us/888789934101876736,1
comiccon2017,901544959656046594,1485,Colorado Spring Comic Con colorado comiccon comiccon2017 flashgordon awesome writer https://www. instagram.com/p/BYRUXdlgIxe/,1
comiccon2017,888869470965383168,2176,Charlize Theron being interviewed by EW in Hall H at ComicCon2017 . pic.twitter.com/Krs1hHAQkU – at San Diego Comic-Con International 2017,1
comiccon2017,907203701189816320,1300,Can't Believe Tom Welling's Name Wasn't Even Written! TomWelling Smallville Lucifer LuciferSeason3 ComicCon2017 Video pic.twitter.com/KVoUlBoXmN,1
comiccon2017,889254738713169920,1805,Bye San Diego!! Until next year! SDCC ComicCon2017,1
comiccon2017,889248209364811776,1011,"Buffy Musical: 'Once More with Feeling,' an Interactive Whedon Musical at comiccon2017 btvs buffyslays20",1
comiccon2017,889031266783416320,1910,Boop. . . . comiccon comiccon2017 boop peopleofearth television composer vr sandiego https://www. instagram.com/p/BW4ad_hDHeO/,1
comiccon2017,932193619628511234,101,Birmingham Comic Con day two! mcmbhm17 comic comiccon2017 comiccon pic.twitter.com/9OTFbUwdSG,1
comiccon2017,889208166650703874,346,Any Earpers have the video of the WynonnaEarpS3 announcement from comiccon2017 ? WynnonaEarp ComicCant livingvicariouslythroughothers,1
comiccon2017,917039279590608896,2271,Another day of Comic-Con comiccon comiccon2017 nycc nycomiccon https://www. instagram.com/p/BZ_a52vgilX/,1
comiccon2017,917039670789398528,2271,And here we go! comiccon nycc nycomiccon comiccon2017 https://www. instagram.com/p/BZ_bNzDgXGP/,1
comiccon2017,888955129902313472,503,And here is KO from cartoonnetwork okko okkoletsbeheroes comiccon2017 garsbodega San https://www. instagram.com/p/BW332Q4l2nP/,1
comiccon2017,888982715428687872,834,A roundup of new movie and tv shows coming from comiccon2017 ... http:// io9.gizmodo.com/saturdays-bigg est-news-trailers-and-all-the-other-stu-1797166112,1
comiccon2017,939455453347622912,1196,A inveja branca que eu tô dessas pessoinhas que vao poder abraçar o nikolaj meu Deussss ComicCon2017,1
comiccon2017,889009545288208384,1880,realtimrozon WynnonaEarp comiccon2017 pic.twitter.com/y6gdmS8LCL,1
comiccon2017,899719323333382144,316,juliebenz AustinNichols can't wait To see You Both at Comic Con Paris in october comiccon2017,1
comiccon2017,895499191056609280,281,"dramenon I tried emailing you but it bounced back... DM, maybe???? comiccon2017 photoshop",1
comiccon2017,888833227971899392,2282,Ballroom20Line not many people leaving Ballroom20 after Riverdale sdcc2017 comiccon2017,1
comiccon2017,908906282584862720,1395,"troma toxicavenger comiccon2017 lloydkaufman Elmira, New York https://www. instagram.com/p/BZFolQ0h0vn/",1
comiccon2017,897775073515405312,1300,TomWelling Smallville Lucifer ComicCon2017 MyTranscript Video https:// twitter.com/FruitPunch10/s tatus/897774007025577986,1
comiccon2017,888879106573520900,2282,StarTrekDiscovery the new walk! sdcc2017 comiccon2017 pic.twitter.com/GC1hva5mHL,1
comiccon2017,888876307055910913,2282,StarTrekDiscovery introducing the producers and stars. sdcc2017 comiccon2017 startrek pic.twitter.com/TqDgHC9tiI,1
comiccon2017,888963301392232449,1824,SDCC2017 SDCC ComicCon ComicCon2017 Avengers AvengersInfinityWar Marvel Marvelcomics Thor Hulk ThorRagnarok Bromance pic.twitter.com/W2lO1AG4w9,1
comiccon2017,888946738408689664,1824,SDCC2017 SDCC ComicCon ComicCon2017 Avengers AvengersInfinityWar Marvel Marvelcomics Thor comic Comicbook Hulk ThorRagnarok pic.twitter.com/1eFUCXPAQu,1
comiccon2017,889210222581092352,1824,SDCC2017 SDCC ComicCon ComicCon2017 Avengers AvengersInfinityWar Marvel Marvelcomics Thor comic Comicbook Hulk ThorRagnarok pic.twitter.com/0Z13U8RyGG,1
comiccon2017,888824972185018368,551,sdcc2017 sandiego comiccon comiccon2017 startrek startrekdiscovery cbsallaccess trekdiscovery startrek startrekcbs pic.twitter.com/1d2sR2eMAE,1
comiccon2017,889557550412161024,2103,SDCC2017 GoTSDCC GoT GameOfThrones GameOfThronesExperience SDCC SanDiego ComicCon ComicCon2017 pic.twitter.com/onrNc8lk2y,1
comiccon2017,889296220958507008,551,sdcc17 comiccon sandiego comiccon2017 Marvel RookerOnline michaelrooker yondu MarvelSDCC guardiansofthegalaxy pic.twitter.com/xYlRwWJKjm,1
comiccon2017,889778873180839936,133,sdcc sdcc2017 comiccon comiccon2017 cci sandiego california thesimpsons californialove https://www. instagram.com/p/BW9ucUDAiSN/,1
comiccon2017,917091514014097408,2271,picklerick rick rickandmorty comiccon comicconnyc newyorkcomiccon nyc comiccon2017 https://www. instagram.com/p/BZ_yyucA63Q/,1
comiccon2017,891856839314251776,1109,Mood - Sunday Grumpday getting Goomba-y with iavocadoyou at SDCC >>> comiccon2017 https://www. instagram.com/p/BXMfZChjAqP/,1
comiccon2017,924362840571502592,883,lacomiccon2017 lacomiccon17 stanleecomiccon comiccon comiccon2017 comicbooks comics https://www. instagram.com/p/BazdaQHnYfW/,1
comiccon2017,916086599477231616,461,keanureeves replicasmovie comiccon2017 pic.twitter.com/kGHQgas89Z,1
comiccon2017,916086380983410688,461,keanureeves replicasmovie comiccon2017 pic.twitter.com/5p42PFwgCh,1
comiccon2017,889570648162537473,1337,JusticeLeagueMovie | EXTENDED comiccon2017 CON TRAILER 3 https://www. youtube.com/watch?v=CxrwHF RlQNQ&feature=share,1
comiccon2017,888958445067554816,2015,ItsAFanThing comiccon2017 pic.twitter.com/aqZi1pMzf9,1
comiccon2017,889627012154961920,156,DC Booth at comiccon2017 had the JusticeLeague character costumes on display! Took these photos at the show. pic.twitter.com/Pfkndok2Nf,1
comiccon2017,888933052486893569,2282,"cwsdcc Echo - kidflash braids my hair, that's how it gets done so fast Arrow panel sdcc2017 comiccon2017 b20",1
comiccon2017,915945971921690627,2271,comicconnyc comiccon comiccon2017 https://www. instagram.com/p/BZ3p29OglvS/,1
comiccon2017,889558426044575746,611,comiccon2017 un día,1
comiccon2017,889209917000867843,1892,comiccon2017 quand on voit les bandes annonce de Arrow StrangerThings TheFlash Supergirl TheWalkingDead The100 j'ai hâte,1
comiccon2017,888837931632394242,71,comiccon2017 pic.twitter.com/dgIbflvUPF,1
comiccon2017,889084810593005569,1892,comiccon2017 j'hésite encore par rapport au pass 3 jours pour le comics con de Paris sachant que sa sera la première fois ou je vais yaller,1
comiccon2017,889392464049602561,1243,ComicCon2017 https:// twitter.com/Screendaily/st atus/889390296135585792,1
comiccon2017,889449832951230464,1856,comiccon2017 Assista ao novo e incrível trailer de Thor: Ragnarok http:// dlvr.it/PXm8nM pic.twitter.com/0BKdFURTMc SegundaDetremuraSdv,1
comiccon2017,888929134700711938,2002,ComicCon2017 | Nuevo trailer de La Liga de la Justicia --> http:// bit.ly/2vMm31z pic.twitter.com/7Z1ddq5vfZ,1
comiccon2017,889230654734569472,836,comiccon2017 OutlanderSDCC Intvews https:// twitter.com/Kloomis3/statu s/889228996000583681 https:// twitter.com/Kloomis3/statu s/889228743952216064 SamHeughan caitrionambalfe SkeltonSophie RikRankin,1
comiccon2017,889230434118270976,836,comiccon2017 OutlanderSDCC Interviews https:// twitter.com/Kloomis3/statu s/889228996000583681 https:// twitter.com/Kloomis3/statu s/889228743952216064 outlanderpod OutlanderHome Outlander_STARZ,1
comiccon2017,888965097879502849,640,ComicCon2017 ComicCon SDCC SDCC17 SDCC2017 pic.twitter.com/4eXfYYtn79,1
comiccon2017,888912966019678208,1824,ComicCon comiccon2017 SDCC SDCC17 SDCC2017 ReadyPlayerOne pic.twitter.com/oGp1vIZRdX,1
comiccon2017,889229844000780288,59,ComicCon comiccon2017 SanDiego Spiderman clownsightings https://www. instagram.com/p/BW50xPpAB38z R102ipSfBsRfTrCegOGNnmzZwA0/,1
comiccon2017,891152954706677760,885,Batmobile from JusticeLeague on display at comiccon2017 ComicConWarner SDCC SDCC2017 https:// youtu.be/5s7sVXDvJRk SDCC17,1
comiccon2017,888804194714394624,2282,Ballroom20 is full. sdcc2017 comiccon2017 pic.twitter.com/jEZXkRMdhf,1
comiccon2017,888806236841312256,2282,Ballroom20 ouat is starting! sdcc2017 comiccon2017,1
comiccon2017,888957280271572994,1805,AtomicBlonde screening! SDCC ComicCon2017,1
comiccon2017,888934313131032576,2282,arrow panel StephenAmell WorldClass He gave his necklace to a young cancersurvivor sdcc2017 comiccon2017 pic.twitter.com/87Rk5Do61A,1
comiccon2017,889534327188598784,1234,Alright so if you like Star Wars check this out. *Missed some of the beginning though* SDCC17 comiccon2017 StarWars bioware pic.twitter.com/Olxv5QAQuc,1
comiccon2017,888816850146127876,87,"I'll want to be in hall H, rigth now comiccon2017",1
comiccon2017,889176769001029633,1156,"Heard there's going to be surprises for SPN HallH panel, including a big announcement. I'm both excited & scared. ComicCon2017 pic.twitter.com/BdAlyv5RrY",1
comiccon2017,889552259972870144,796,Don't miss the ComicCon2017 Panels from penguinrandom DC Icons: YA Authors Meet DC Superheros http://www. stuckinbooks.com/2017/07/comic- con-panel-recap-from-penguin.html jessbooklover pic.twitter.com/EQ0KLqmFBA,1
comiccon2017,889136589162414080,1120,Losing friends to Apple ? Make more at comiccon2017 millianalville pic.twitter.com/WOgnYqSk51,1
comiccon2017,888948657482944513,0,Catwoman Joker & the Riddler are taking over ComicCon2017 SDCC pic.twitter.com/XF9AYUcVe2,1
comiccon2017,890625106879234048,1805,All my charges from SDCC finally appeared on my credit card. ComicCon2017 pic.twitter.com/8SLnpBGj9y,1
comiccon2017,889661561689829380,1415,Poison Ivy and a great old-school Zatanna. comiccon2017 ComicCon pic.twitter.com/dRARidF0q7,1
comiccon2017,888855952211890177,1805,Oh my god the SDCC protestors are killing me. I am dying laughing. “No! Don’t have sex with your dog!” What even ComicCon2017,1
comiccon2017,889506710624358401,796,Don't miss the ComicCon2017 Panels from penguinrandom Be Your Own Superhero! http://www. stuckinbooks.com/2017/07/comic- con-panel-recap-from-penguin.html jessbooklover pic.twitter.com/9pfrOMb9dE,1
comiccon2017,888902141938515971,730,I'm on twitter overload hahaha GalGadot Wonderwoman WynonnaEarp The100 comiccon2017 SDDC2017 EVERYTHING AND EVERYONE pic.twitter.com/d0Lh7HGXxs,1
comiccon2017,889148912971460610,2108,Don't mess with Eleven. comiccon comiccon2017 strangerthings cosplay http:// ift.tt/2uO2wQO pic.twitter.com/l1yxU2hu7W,1
comiccon2017,889597809443328000,796,Don't miss the ComicCon2017 Panels from penguinrandom Space...The Final Escape http://www. stuckinbooks.com/2017/07/comic- con-panel-recap-from-penguin.html jessbooklover pic.twitter.com/Tuk3xtLKGm,1
comiccon2017,888958473588936705,1824,Who will win in a fight? SDCC2017 SDCC ComicCon ComicCon2017 Hulk ThorRagnarok Warcraft Warcraftmovie Horde durotan,1
comiccon2017,889955393249525760,156,My desk as we were getting ready to leave for comiccon2017 GoPro LEGO_Group starwars Minions pic.twitter.com/LL5Att9VRF,1
comiccon2017,888847980618502144,352,Keeping cool in the ballroom20 line. sdcc2017 comiccon2017 https://www. instagram.com/p/BW3HH6VgQ27/,1
comiccon2017,888865125662416897,503,This stevenuniverse lars cosplay committed! sdcc comiccon2017 comiccon cartoonnetwork https://www. instagram.com/p/BW3O6nvFxJT/,1
comiccon2017,889059132334104577,1048,Pues la comiccon2017 ha molado bastante MyAssIsReady,1
comiccon2017,888941753939759104,1630,"Por otro lado , estoy explotando por dentro con todo lo que ha dejado la ComicCon2017",1
comiccon2017,890924582055661568,2133,"Arrived in Manchester and already seeing people walking around with costume props in their hands, getting excited mcmMCR17 comiccon2017",1
comiccon2017,889275257592307712,1110,I might cry... what an incredible experience to keep close to my heart forever. Thank you comiccon2017 https:// twitter.com/comic_con/stat us/889273946956345345,1
comiccon2017,900117774781087744,2033,You know you married the right guy when he helps you shop and put together your cosplay costume for WizardWorld ComicCon2017,1
comiccon2017,888827169828253696,1805,If someone has that SYFY “slept in Hall h ” bag and doesn’t want it I will gladly take it off your hands. SDCC comiccon2017,1
comiccon2017,888822697433726977,1150,"Dentro de un poquillo comensamos a comentar la ComicCon2017 , aunque lo bueno viene de madrugada con Marvel Studios...",1
comiccon2017,888821056940646400,1805,Netflix line. At least there’s a nice breeze? SDCC ComicCon2017 pic.twitter.com/3pT4XqIuPh,1
comiccon2017,892701435799982080,1300,Tom Welling Talks To Fans! TomWelling Smallville Lucifer ComicCon2017 Video Fans https:// twitter.com/FruitPunch10/s tatus/892701078629830656,1
comiccon2017,888943825774723072,284,When Luke from Modern Family is at the same party you are! sdcc17 comiccon2017 wiredparty vip https://www. instagram.com/p/BW3ytUKFmGV/,1
comiccon2017,917495741752385536,2271,One of my favorite pics from yesterday’s Comic-Con comicconnyc comiccon2017 joker batman https://www. instagram.com/p/BaCqnSJgQSP/,1
comiccon2017,889615702252040196,1108,One of my favorite comiccon2017 cosplay outfits I have seen so far: Legion from Mass Effect 2 & 3 pic.twitter.com/Tw6TnLkLsM,1
comiccon2017,888856674043396097,196,Oh sweet titty fucking Christ comiccon2017 JusticeLeague https:// twitter.com/justiceleagueu k/status/888847584042733568,1
comiccon2017,889530821031346176,515,Favorite characters from yesterday comiccon2017 pic.twitter.com/eOO7MQXO6P,1
comiccon2017,889309475588382720,1377,"Will admit I was unsure about TheOrville , but after yesterday's panel I'm sure they have found a new viewer! SDCC ComicCon2017",1
comiccon2017,892161834643374080,677,"comiccon2017 taught me that im missing fun! Unfortunately, the wife and I are still in the hussle portion of life. Hope fun starts soon!",1
comiccon2017,889116278648000516,2176,"Good morning, ComicCon ! comiccon2017 pic.twitter.com/oxJiXTa7IU",1
comiccon2017,888879625710915584,158,startrekcbs the theme song better NOT have words! SDCC SDCC2017 comiccon2017 Discovery,1
comiccon2017,889214651933761536,338,"Oh, I swim pretty girl. comiccon2017 pic.twitter.com/9x6S22pCjy",1
comiccon2017,888849324045590528,1183,G make a new friend comiccon2017 https://www. instagram.com/p/BW3HvGjF5xsp euyEZ9nf1HtPUx-tsRBqN4l__40/,1
comiccon2017,893067950969716736,1300,Tom Welling Talking With A British Accent! What did you guys think of this? Did you dig it? TomWelling Smallville Lucifer ComicCon2017 pic.twitter.com/cMQUl4M8FD,1
comiccon2017,889635345523986435,651,"My fav SDCC find, OverTheGardenWall titanmerch figures! otgw cartoonnetwork comiccon2017 https://www. instagram.com/p/BW8tLQcAbTV/",1
comiccon2017,888938863229521922,2282,bagswap bagtrade I have a justice league for trade. By the Ballroom 20 entrance until the Masquerade. sdcc2017 comiccon2017,1
comiccon2017,898270889975758848,885,jdfffn Thanks for speaking to me at comiccon2017 for SuperPowerBeatdown ! You're awesome!,1
comiccon2017,896316334245654528,2295,Quietly confident we'll collect 3pts.Promised Black Panther I would bring him to comiccon2017 so can't watch. Come on you RedMen! pic.twitter.com/pG6sz9I20c,1
comiccon2017,891970268754845698,1300,Seen all the wonders of the world but I've never seen a smile as beautiful as yours. TomWelling Smallville Lucifer ComicCon2017 Smile pic.twitter.com/mOiONdB2Eq,1
comiccon2017,889340280540848128,1805,My bed has never felt so good. Goodnight SDCC ComicCon2017 GladtobeHome,1
comiccon2017,889210141115076609,1892,comiccon2017 les séries TV sont les seules choses qui font que j'ai hâte de la rentrée xd,1
comiccon2017,889409533143117824,727,5:30/5:45- Comic_Con SanDiego wrapped up. Top 10 Most Powerful Superheroes : 1-877-764-2535. (Or Hulk smash puny human) comiccon2017,1
comiccon2017,889223330754166784,1805,Btw: how have strollers STILL not been banned from the exhibit hall?!?!? SDCC ComicCon2017 StopRunningOverMyFeet !,1
comiccon2017,907205991367929857,1300,TOM WELLING IS THE HOTTEST GUY EVER! Think Tom's own heat makes him feel hot! TomWelling Smallville Lucifer LuciferSeason3 ComicCon2017 pic.twitter.com/7zWKfAh2S5,1
comiccon2017,965680472398245888,156,Long Live T'Challa!!!! Poster from our time at ComicCon2017 when we saw the cast at the Marvel booth. BlackPanther Tchalla Shuri Nakia Killmonger Okoye pic.twitter.com/B1MHt9u9Vw,1
comiccon2017,892356346514993153,1300,Tom Welling Joins The Cast Of Lucifer For Season 03! Tom will be playing Lieutenant Marcus Pierce! TomWelling Lucifer ComicCon2017 Cast pic.twitter.com/gUYweBCcv3,1
comiccon2017,896448689782259713,1769,Came to Blackpool comic con today. Great day comiccon2017 https:// twitter.com/WiganComicCon/ status/896318984764739584,1
comiccon2017,889940349602365441,206,So much fun!! 7/25/17 sandiego sdcc sdcc2017 comiccon comiccon2017 kawaii https://www. instagram.com/p/BW-33LqnBIx/,1
comiccon2017,888944415959535616,500,Love how comiccon2017 has been releasing a lot of info these past few wks,1
comiccon2017,888828937656205314,607,Me and my superhero dog are ready Grace. Bring it on comiccon2017 pic.twitter.com/dWzPKEvXLm,1
comiccon2017,900896140320788480,2033,First night of comiccon2017 down 3 more to go. Time to relax and play some PokemonMoon,1
comiccon2017,891388976585682949,1918,Finally home. Comic con in Tampa was great! comiccon2017,1
comiccon2017,888848865545158656,1805,Netflix team member just gave me a free Defenders poster! YAAAAASSSS!!! SDCC ComicCon2017,1
comiccon2017,888840075672305664,434,comiccon2017 Live love my and prosper! visitSD pic.twitter.com/s5Mtr7HIG0,1
comiccon2017,889260793421746176,206,WOW . kawaii sdcc2017 sdcc comiccon comiccon2017 somuchfun iloveithere https://www. instagram.com/p/BW6C2NqHjaK/,1
comiccon2017,888954255754891268,2108,JUSTICE FOR BARB!! barblives strangerthings comiccon comiccon2017 http:// ift.tt/2uUdyFc pic.twitter.com/1BboImwkdK,1
comiccon2017,891063151298400257,889,Glad I saw FamousMonsters at comiccon2017 (your booth rocked ) hope to make it to Halloween Con in Oct nevertooearlytoplan fangtastic https:// twitter.com/famousmonsters /status/891011431096881152,1
